file	url	retrieved_utc	http	bytes	sha256	description
ca-ftb-pub1031.pdf	https://www.ftb.ca.gov/forms/2024/2024-1031-publication.pdf	2026-07-28T05:18:08Z	200	947389	dd8ca112fefa4236f38abda9dcb4865e1be8411ed6b8b3e5e28fcbaad0f9f178	California FTB Publication 1031, Guidelines for Determining Resident Status
ny-it203i-instructions.pdf	https://www.tax.ny.gov/pdf/current_forms/it/it203i.pdf	2026-07-28T05:18:09Z	200	579637	1620acdbcc5260521ff259494d5bce314f0d0a9783c3ad797b676f02485a6384	New York Form IT-203-I, Nonresident and Part-Year Resident Income Tax Return instructions
